# RS;CS;LS;MS;PS
-1.544824260426712944e-03;2.446336461184661915e-01;1.947426780071372376e-01;8.930257720325203430e-02;2.234789203304868854e-01
-9.600582399162550101e-03;4.122428613835991129e-01;3.282814066865163971e-01;6.787519744031787761e-02;9.098213727523404848e-02
-1.289186902851436820e-02;3.513375239433019770e-01;3.031214260447708253e-01;0.000000000000000000e+00;1.855258626896356400e-01
-5.927824416042245734e-04;1.132058709476840425e-01;1.400155663395186989e-01;2.306834488001887062e-01;1.548668789034134685e-01
-1.925469995480550821e-03;2.376015899853430313e-01;1.743934647994625775e-01;1.082801325016766875e-01;1.080526471581466207e-03
-2.774969150304218684e-03;4.408488337238035126e-01;2.226374106338478986e-01;3.068090223471379718e-01;2.253544502404335459e-01
4.118935865316046031e-03;2.071503646061987336e-01;2.238754454591863619e-01;2.163717852249577023e-01;1.845231656797959030e-01
-1.316360029143688083e-02;2.163064966558620184e-01;2.065503600855983779e-01;8.806798109916494366e-02;5.727645189422551214e-02
2.044884643410819353e-02;1.966467155627282526e-01;3.418800171280969025e-01;1.986963143149240718e-01;1.123320619103461288e-01
3.202434267244785165e-02;2.168924991838498684e-01;2.409972148202255693e-01;0.000000000000000000e+00;1.715299873899471805e-01
-7.580185638491533651e-03;2.888990778949727112e-01;1.990283059574576296e-01;1.234050339042959271e-01;8.371484228588821352e-02
-3.243408165361033602e-02;2.042045149670559390e-01;2.158586021787485543e-01;9.119610985925065416e-02;3.761069897558946135e-02
